algorithm;computer;mode;filename;run_number;internal_time;external_time;external_memory;opt;
ukp5;desktop;parallel;hi_n20000-3-s300958364c56418527.ukp;1;1.51469;1.79;1340972;11348585540;
ukp5;desktop;parallel;saw_n50000wmin5000-32-s319056149c543542.ukp;1;0.731532;0.85;16748;544081;
ukp5;desktop;parallel;ss2_wmin5000wmax1000000n50000-0-s827183242c8321795.ukp;1;0.0184753;0.19;102180;8321795;
ukp5;desktop;parallel;hi_n50000-7-s586106970c24692675.ukp;2;3.58961;3.81;596616;12397481623;
ukp5;desktop;parallel;hi_n5000-35-s889293313c3962519.ukp;2;0.103064;0.14;98016;205270069;
ukp5;desktop;parallel;nsds2_n20000wmin20000-5-s999292130c1450970.ukp;1;1.03944;1.12;52968;1814060;
ukp5;desktop;parallel;hi_n20000-23-s605460062c74433867.ukp;2;1.64672;2.01;1763320;14969284591;
ukp5;desktop;parallel;hi_n10000-10-s199607488c69682757.ukp;1;1.19159;1.48;1652216;7059536142;
ukp5;desktop;parallel;nsds2_n20000wmin50000-12-s774727805c1128316.ukp;1;0.7081;0.76;44436;1438367;
ukp5;desktop;parallel;nsds2_n20000wmin20000-7-s451986827c1874407.ukp;1;1.15759;1.21;59676;2366407;
ukp5;desktop;parallel;hi_n20000-4-s182130978c46428515.ukp;2;1.28219;1.51;1106832;9352352494;
ukp5;desktop;parallel;hi_n5000-1-s594914841c3897377.ukp;2;0.0618198;0.09;74764;202828256;
ukp5;desktop;parallel;hi_n50000-4-s182130978c27011999.ukp;1;3.48614;3.71;650444;13560062880;
ukp5;desktop;parallel;saw_n50000wmin5000-20-s726804303c380063.ukp;2;0.731743;0.85;13324;380366;
ukp5;desktop;parallel;hi_n10000-36-s442208726c59442236.ukp;3;0.985891;1.20;1412112;6022409912;
ukp5;desktop;parallel;nsds2_n20000wmin50000-13-s273864349c1640559.ukp;1;1.30151;1.38;56144;2106506;
ukp5;desktop;parallel;hi_n50000-39-s713413380c36882487.ukp;1;3.81342;4.08;882560;18514969231;
ukp5;desktop;parallel;hi_n20000-45-s19378828c13553251.ukp;1;0.909064;1.00;336532;2684674990;
ukp5;desktop;parallel;hi_n10000-20-s742053853c73621875.ukp;2;1.22767;1.49;1744108;7459728706;
ukp5;desktop;parallel;hi_n50000-28-s882501307c87480129.ukp;1;4.20488;4.59;1803312;43920477533;
ukp5;desktop;parallel;ss2_wmin5000wmax500000n50000-0-s827183242c8053326.ukp;2;0.0105775;0.14;85080;8053326;
ukp5;desktop;parallel;saw_n50000wmin5000-10-s611338258c832462.ukp;2;0.684508;0.84;18540;833125;
ukp5;desktop;parallel;saw_n50000wmin5000-3-s952877847c349670.ukp;2;0.675625;0.82;12008;349876;
ukp5;desktop;parallel;hi_n10000-6-s398797429c16372434.ukp;1;0.370153;0.47;402564;1637020521;
ukp5;desktop;parallel;saw_n50000wmin5000-13-s664283699c547316.ukp;1;0.716609;0.83;14624;547860;
ukp5;desktop;parallel;hi_n50000-48-s888315654c8772196.ukp;1;3.36533;3.56;224088;4270754880;
ukp5;desktop;parallel;saw_n50000wmin5000-41-s415311238c255038.ukp;1;0.696632;0.85;9736;255241;
ukp5;desktop;parallel;hi_n10000-36-s442208726c59442236.ukp;4;0.953751;1.17;1412116;6022409912;
ukp5;desktop;parallel;hi_n50000-13-s204947608c65982738.ukp;1;4.67847;5.10;1564512;33057911470;
ukp5;desktop;parallel;nsds2_n50000wmin50000-10-s260379653c1520334.ukp;2;6.23716;6.37;54472;4560690;
ukp5;desktop;parallel;hi_n50000-1-s594914841c53791268.ukp;2;4.89854;5.26;1279436;27006171766;
ukp5;desktop;parallel;hi_n5000-23-s605460062c1320121.ukp;2;0.0459795;0.06;35804;68471306;
ukp5;desktop;parallel;nsds2_n20000wmin20000-12-s774727805c1448211.ukp;1;0.810706;0.86;52744;1814348;
ukp5;desktop;parallel;hi_n50000-3-s300958364c58496380.ukp;2;3.84375;4.17;1388852;29309834327;
ukp5;desktop;parallel;hi_n5000-16-s221755733c3795391.ukp;1;0.0994884;0.14;93904;197618221;
ukp5;desktop;parallel;hi_n20000-37-s252959003c48079947.ukp;3;1.32452;1.58;1145600;9659733607;
ukp5;desktop;parallel;hi_n10000-34-s467641010c48504579.ukp;1;0.942229;1.15;1155648;4894056115;
ukp5;desktop;parallel;hi_n20000-20-s742053853c66621104.ukp;3;1.48701;1.79;1580340;13421598642;
ukp5;desktop;parallel;hi_n50000-32-s674362184c38630208.ukp;1;3.5693;3.82;923860;19283787034;
ukp5;desktop;parallel;saw_n50000wmin10000-5-s52325605c428425.ukp;1;1.01404;1.17;13612;428466;
ukp5;desktop;parallel;hi_n10000-18-s575639252c63036883.ukp;1;1.02994;1.25;1496296;6363488798;
ukp5;desktop;parallel;saw_n50000wmin10000-13-s664283699c1044103.ukp;4;0.965467;1.08;19380;1044621;
ukp5;desktop;parallel;saw_n50000wmin5000-0-s985850175c1032306.ukp;2;0.683968;0.83;19264;1032511;
ukp5;desktop;parallel;saw_n50000wmin10000-3-s952877847c680785.ukp;1;0.994563;1.11;16048;680988;
ukp5;desktop;parallel;sc_a-5n5000wmin10000-0-c530995.ukp;2;0.0692839;0.10;10092;530815;
ukp5;desktop;parallel;hi_n50000-18-s575639252c15725846.ukp;1;3.36365;3.55;387160;7776472563;
ukp5;desktop;parallel;hi_n5000-49-s147981886c5197266.ukp;2;0.0972391;0.13;126696;270536097;
ukp5;desktop;parallel;saw_n100000wmin10000-6-s749783978c6284475.ukp;1;8.75331;9.04;96868;6286985;
ukp5;desktop;parallel;saw_n50000wmin5000-26-s893962632c629772.ukp;1;0.714544;0.84;15472;630146;
ukp5;desktop;parallel;nsds2_n20000wmin50000-11-s577782098c1816375.ukp;1;1.42178;1.50;60656;2341478;
ukp5;desktop;parallel;hi_n50000-34-s467641010c41676479.ukp;2;3.96536;4.29;995212;20924040526;
ukp5;desktop;parallel;hi_n20000-32-s674362184c74104370.ukp;1;1.87753;2.23;1755608;14929640648;
ukp5;desktop;parallel;hi_n50000-45-s19378828c59507496.ukp;2;4.18769;4.60;1412680;29819867539;
ukp5;desktop;parallel;nsds2_n20000wmin50000-1-s720843886c1817994.ukp;1;1.40375;1.46;60548;2335425;
ukp5;desktop;parallel;hi_n20000-21-s669712253c80951944.ukp;1;1.66207;1.97;1916032;16314351320;
ukp5;desktop;parallel;saw_n50000wmin5000-1-s464585179c370180.ukp;1;0.720787;0.84;12204;370549;
ukp5;desktop;parallel;saw_n50000wmin5000-48-s486168028c525828.ukp;1;0.727068;0.88;16696;526246;
ukp5;desktop;parallel;saw_n50000wmin5000-15-s274936000c536014.ukp;2;0.675675;0.79;16044;536119;
ukp5;desktop;parallel;nsds2_n20000wmin50000-17-s414892754c1072316.ukp;3;0.876417;0.93;43484;1369353;
ukp5;desktop;parallel;saw_n50000wmin10000-15-s274936000c647396.ukp;2;0.991899;1.14;16136;647459;
ukp5;desktop;parallel;hi_n10000-38-s527753500c90683806.ukp;1;1.37297;1.70;2144440;9168116810;
ukp5;desktop;parallel;hi_n20000-27-s532584774c55453527.ukp;2;1.24321;1.52;1318692;11164198706;
ukp5;desktop;parallel;saw_n50000wmin5000-9-s840509679c225141.ukp;1;0.726141;0.88;10176;225365;
ukp5;desktop;parallel;hi_n20000-0-s731232778c13130598.ukp;1;0.79516;0.90;326644;2646192048;
ukp5;desktop;parallel;nsds2_n50000wmin20000-10-s260379653c1879272.ukp;2;6.66847;6.80;62744;5659819;
ukp5;desktop;parallel;nsds2_n20000wmin50000-15-s161344243c1048427.ukp;2;1.3332;1.39;42556;1343116;
ukp5;desktop;parallel;hi_n10000-25-s199811851c76710035.ukp;2;1.34808;1.65;1816952;7748598782;
ukp5;desktop;parallel;saw_n100000wmin10000-1-s464585179c8808515.ukp;1;8.6458;8.90;116780;8812913;
ukp5;desktop;parallel;hi_n50000-46-s956143877c64815374.ukp;2;4.63439;5.05;1537312;32539616760;
ukp5;desktop;parallel;hi_n10000-22-s434860255c92425089.ukp;1;1.47416;1.84;2185108;9358930559;
ukp5;desktop;parallel;sc_a5n10000wmin50000-0-c8309846.ukp;2;0.377543;0.43;75916;8310676;
ukp5;desktop;parallel;hi_n10000-25-s199811851c76710035.ukp;3;1.29222;1.61;1816928;7748598782;
ukp5;desktop;parallel;hi_n5000-21-s669712253c4156282.ukp;1;0.109951;0.15;102276;215265089;
ukp5;desktop;parallel;hi_n10000-35-s889293313c70201258.ukp;1;1.21377;1.50;1664128;7098543390;
ukp5;desktop;parallel;nsds2_n50000wmin20000-0-s155213243c1921419.ukp;2;7.44619;7.57;62436;5785685;
ukp5;desktop;parallel;hi_n10000-13-s204947608c51012814.ukp;1;0.979081;1.19;1214660;5149953317;
ukp5;desktop;parallel;ss2_wmin10000wmax500000n20000-0-s827183242c7923045.ukp;1;0.0122977;0.10;82236;7923045;
ukp5;desktop;parallel;saw_n100000wmin10000-18-s152335818c5364756.ukp;2;10.2525;10.57;103108;5366899;
ukp5;desktop;parallel;hi_n20000-47-s442730424c7402537.ukp;1;0.811905;0.89;192384;1448123187;
ukp5;desktop;parallel;hi_n50000-48-s888315654c8772196.ukp;2;3.77414;3.93;224060;4270754880;
ukp5;desktop;parallel;hi_n50000-23-s605460062c35373194.ukp;1;3.9249;4.23;847548;17627884782;
ukp5;desktop;parallel;nsds2_n50000wmin50000-2-s463795034c1101005.ukp;1;4.28179;4.45;44532;3259733;
ukp5;desktop;parallel;saw_n50000wmin5000-38-s662538967c515424.ukp;2;0.699032;0.86;13644;515732;
ukp5;desktop;parallel;saw_n50000wmin5000-19-s778904058c399455.ukp;1;0.694845;0.85;13076;399770;
ukp5;desktop;parallel;saw_n50000wmin10000-11-s727046990c678817.ukp;2;0.997383;1.11;16440;678883;
ukp5;desktop;parallel;hi_n5000-1-s594914841c3897377.ukp;3;0.0769809;0.11;77000;202828256;
ukp5;desktop;parallel;hi_n5000-7-s586106970c7129097.ukp;1;0.144929;0.20;161064;371087027;
ukp5;desktop;parallel;saw_n10000wmin10000-9-s840509679c389891.ukp;1;0.107553;0.13;12116;390079;
ukp5;desktop;parallel;nsds2_n20000wmin50000-15-s161344243c1048427.ukp;3;0.988802;1.07;42500;1343116;
ukp5;desktop;parallel;ss2_wmin10000wmax1000000n100000-0-s827183242c9661788.ukp;2;0.02088;0.30;111244;9661788;
ukp5;desktop;parallel;hi_n50000-13-s204947608c65982738.ukp;2;4.07359;4.46;1564552;33057911470;
ukp5;desktop;parallel;hi_n5000-2-s324673955c9445422.ukp;1;0.167629;0.21;226264;491389563;
ukp5;desktop;parallel;hi_n10000-22-s434860255c92425089.ukp;2;1.47773;1.83;2185260;9358930559;
ukp5;desktop;parallel;nsds2_n20000wmin20000-1-s720843886c1669722.ukp;4;1.10804;1.19;57736;2096592;
ukp5;desktop;parallel;hi_n5000-2-s324673955c9445422.ukp;2;0.164889;0.21;226268;491389563;
ukp5;desktop;parallel;saw_n50000wmin5000-1-s464585179c370180.ukp;2;0.6874;0.85;12416;370549;
ukp5;desktop;parallel;saw_n50000wmin5000-13-s664283699c547316.ukp;2;0.702303;0.87;14364;547860;
ukp5;desktop;parallel;nsds2_n20000wmin50000-1-s720843886c1817994.ukp;2;1.17364;1.23;60700;2335425;
ukp5;desktop;parallel;hi_n20000-30-s418727292c82162365.ukp;1;1.89474;2.27;1944596;16509134386;
ukp5;desktop;parallel;nsds2_n20000wmin20000-8-s855531081c1974905.ukp;1;0.53731;0.59;54448;2496031;
ukp5;desktop;parallel;nsds2_n20000wmin20000-13-s273864349c1072686.ukp;1;1.23586;1.32;43568;1346014;
ukp5;desktop;parallel;hi_n50000-26-s90924128c31212485.ukp;3;3.79693;4.05;748972;15594578869;
ukp5;desktop;parallel;hi_n20000-13-s204947608c77271005.ukp;1;1.81945;2.17;1829908;15535724455;
ukp5;desktop;parallel;ss2_wmin1000wmax1000000n100000-0-s827183242c7949644.ukp;1;0.0199589;0.31;99504;7949644;
ukp5;desktop;parallel;hi_n20000-17-s994385767c39687653.ukp;1;1.17886;1.40;949080;7954211035;
ukp5;desktop;parallel;saw_n50000wmin5000-41-s415311238c255038.ukp;2;0.697965;0.81;9604;255241;
ukp5;desktop;parallel;saw_n50000wmin5000-26-s893962632c629772.ukp;2;0.700715;0.85;14780;630146;
ukp5;desktop;parallel;sc_a5n10000wmin10000-1-c8848039.ukp;2;0.0862527;0.13;73524;8852459;
ukp5;desktop;parallel;hi_n5000-25-s199811851c295352.ukp;1;0.049073;0.08;11844;14841895;
ukp5;desktop;parallel;ss2_wmin50000wmax500000n20000-0-s827183242c9608074.ukp;1;0.0236249;0.10;95256;9608074;
ukp5;desktop;parallel;saw_n50000wmin10000-4-s697219038c478818.ukp;1;0.998319;1.12;13176;479005;
ukp5;desktop;parallel;hi_n10000-39-s713413380c48918775.ukp;1;0.903263;1.11;1165460;4933046995;
ukp5;desktop;parallel;saw_n10000wmin10000-12-s1910782c979698.ukp;1;0.101094;0.13;18688;979987;
ukp5;desktop;parallel;hi_n10000-37-s252959003c73320246.ukp;1;1.13572;1.44;1737532;7415260420;
ukp5;desktop;parallel;sc_a-5n10000wmin10000-0-c6597874.ukp;1;0.125896;0.16;56120;6596224;
ukp5;desktop;parallel;saw_n100000wmin10000-4-s697219038c8578893.ukp;1;8.07303;8.33;114008;8582319;
ukp5;desktop;parallel;ss2_wmin5000wmax500000n10000-0-s827183242c5167895.ukp;1;0.00929301;0.04;60304;5167895;
ukp5;desktop;parallel;ss2_wmin1000wmax1000000n10000-0-s827183242c7523725.ukp;1;0.023331;0.08;94636;7523725;
ukp5;desktop;parallel;hi_n5000-5-s554525798c945504.ukp;1;0.0509107;0.07;27060;48262821;
ukp5;desktop;parallel;hi_n10000-10-s199607488c69682757.ukp;2;1.16417;1.43;1652196;7059536142;
ukp5;desktop;parallel;saw_n50000wmin10000-4-s697219038c478818.ukp;2;1.00299;1.12;12812;479005;
ukp5;desktop;parallel;hi_n5000-38-s527753500c6354493.ukp;1;0.140145;0.19;153784;330815624;
ukp5;desktop;parallel;hi_n5000-1-s594914841c3897377.ukp;4;0.0848584;0.12;75292;202828256;
ukp5;desktop;parallel;sc_a-5n5000wmin10000-1-c604335.ukp;1;0.0474961;0.06;10996;604130;
ukp5;desktop;parallel;hi_n50000-11-s895832870c37192439.ukp;2;3.70989;3.99;889964;18555608519;
ukp5;desktop;parallel;saw_n100000wmin10000-15-s274936000c2654477.ukp;1;8.91619;9.23;66024;2654741;
ukp5;desktop;parallel;sc_a5n5000wmin15000-1-c445950.ukp;2;0.0545646;0.07;9920;446095;
ukp5;desktop;parallel;saw_n100000wmin10000-5-s52325605c2889948.ukp;1;8.14553;8.40;66196;2890234;
ukp5;desktop;parallel;saw_n100000wmin10000-13-s664283699c7633902.ukp;2;9.4861;9.79;108276;7637715;
ukp5;desktop;parallel;hi_n10000-49-s147981886c59878474.ukp;1;1.08449;1.33;1422472;6043628204;
ukp5;desktop;parallel;ss2_wmin5000wmax500000n100000-0-s827183242c6193291.ukp;1;0.0131383;0.31;70412;6193291;
ukp5;desktop;parallel;nsds2_n20000wmin50000-19-s618866736c1081259.ukp;1;1.03859;1.12;43240;1375802;
ukp5;desktop;parallel;hi_n10000-36-s442208726c59442236.ukp;5;1.06312;1.32;1412188;6022409912;
ukp5;desktop;parallel;saw_n100000wmin10000-18-s152335818c5364756.ukp;3;8.7358;9.02;103764;5366899;
ukp5;desktop;parallel;hi_n5000-48-s888315654c8258588.ukp;1;0.168456;0.23;198596;429976368;
ukp5;desktop;parallel;nsds2_n20000wmin50000-10-s260379653c1619961.ukp;1;1.5363;1.62;56024;2069703;
ukp5;desktop;parallel;hi_n10000-16-s221755733c6712104.ukp;1;0.329549;0.40;176240;657981535;
ukp5;desktop;parallel;hi_n10000-6-s398797429c16372434.ukp;2;0.407131;0.51;402568;1637020521;
ukp5;desktop;parallel;hi_n50000-11-s895832870c37192439.ukp;3;3.78949;4.06;890020;18555608519;
ukp5;desktop;parallel;hi_n5000-31-s410031365c7557273.ukp;2;0.153873;0.21;182020;392536090;
ukp5;desktop;parallel;hi_n20000-6-s398797429c8780715.ukp;2;0.874841;0.99;224784;1727442377;
ukp5;desktop;parallel;saw_n50000wmin5000-13-s664283699c547316.ukp;3;0.70945;0.83;15264;547860;
ukp5;desktop;parallel;saw_n50000wmin5000-31-s452656240c583030.ukp;1;0.674186;0.83;15752;583145;
ukp5;desktop;parallel;hi_n50000-13-s204947608c65982738.ukp;3;4.38589;4.81;1564452;33057911470;
ukp5;desktop;parallel;nsds2_n50000wmin20000-3-s603562343c1357468.ukp;2;5.94187;6.15;51172;4091479;
ukp5;desktop;parallel;saw_n50000wmin5000-30-s620888276c657935.ukp;2;0.735467;0.90;17072;658196;
ukp5;desktop;parallel;hi_n20000-47-s442730424c7402537.ukp;2;0.823519;0.90;192332;1448123187;
ukp5;desktop;parallel;nsds2_n20000wmin50000-11-s577782098c1816375.ukp;2;1.42215;1.48;60584;2341478;
ukp5;desktop;parallel;saw_n10000wmin10000-17-s754775117c405938.ukp;1;0.10268;0.13;12880;406056;
ukp5;desktop;parallel;nsds2_n50000wmin20000-8-s855531081c1791319.ukp;1;6.17126;6.34;60940;5409208;
ukp5;desktop;parallel;hi_n10000-15-s750851024c76269221.ukp;2;1.32449;1.62;1806564;7711846044;
ukp5;desktop;parallel;hi_n20000-39-s713413380c94443202.ukp;1;2.3666;2.73;2232428;18982007823;
ukp5;desktop;parallel;saw_n10000wmin10000-16-s98298363c954260.ukp;2;0.129374;0.18;19324;954638;
ukp5;desktop;parallel;saw_n50000wmin10000-18-s152335818c355064.ukp;2;0.996594;1.11;12124;355202;
ukp5;desktop;parallel;saw_n50000wmin10000-7-s930328241c409566.ukp;1;1.0388;1.20;13064;409645;
ukp5;desktop;parallel;hi_n10000-38-s527753500c90683806.ukp;2;1.33929;1.70;2144420;9168116810;
ukp5;desktop;parallel;saw_n50000wmin5000-40-s721361676c550045.ukp;1;0.680588;0.80;15652;550264;
ukp5;desktop;parallel;saw_n10000wmin10000-11-s727046990c854766.ukp;2;0.0973053;0.12;17456;854849;
ukp5;desktop;parallel;saw_n10000wmin10000-10-s611338258c821762.ukp;1;0.118165;0.16;17396;822088;
ukp5;desktop;parallel;nsds2_n50000wmin50000-1-s720843886c1834312.ukp;1;4.15484;4.28;61756;5570079;
ukp5;desktop;parallel;hi_n20000-41-s262685617c55170783.ukp;1;1.45875;1.70;1311908;11071762104;
ukp5;desktop;parallel;sc_a5n10000wmin50000-1-c5131237.ukp;1;0.361173;0.39;51516;5131747;
ukp5;desktop;parallel;saw_n50000wmin5000-32-s319056149c543542.ukp;2;0.726849;0.84;13912;544081;
ukp5;desktop;parallel;ss2_wmin50000wmax500000n50000-0-s827183242c8208267.ukp;2;0.0713019;0.23;84980;8208267;
ukp5;desktop;parallel;hi_n10000-29-s443600954c54711483.ukp;1;0.864369;1.06;1301212;5528180371;
ukp5;desktop;parallel;hi_n20000-45-s19378828c13553251.ukp;2;0.821112;0.95;336604;2684674990;
ukp5;desktop;parallel;sc_a5n5000wmin10000-1-c233254.ukp;1;0.0506136;0.07;6240;233369;
ukp5;desktop;parallel;hi_n5000-15-s750851024c5241702.ukp;1;0.100619;0.13;127776;272759649;
ukp5;desktop;parallel;ss2_wmin10000wmax500000n50000-0-s827183242c6712851.ukp;2;0.0107952;0.14;72920;6712851;
ukp5;desktop;parallel;saw_n50000wmin10000-2-s272488647c812838.ukp;3;1.02149;1.18;15300;813080;
ukp5;desktop;parallel;hi_n5000-30-s418727292c3528071.ukp;1;0.0961038;0.13;87600;183744431;
ukp5;desktop;parallel;hi_n50000-2-s324673955c50146896.ukp;1;3.88802;4.23;1193776;25134945752;
ukp5;desktop;parallel;hi_n5000-29-s443600954c1100532.ukp;1;0.0466556;0.06;30724;56228408;
ukp5;desktop;parallel;hi_n10000-6-s398797429c16372434.ukp;3;0.42719;0.51;402756;1637020521;
ukp5;desktop;parallel;hi_n10000-27-s532584774c72723498.ukp;2;1.18109;1.46;1723300;7344796108;
ukp5;desktop;parallel;hi_n20000-40-s534548386c12675341.ukp;1;0.838833;0.97;316060;2503731053;
ukp5;desktop;parallel;hi_n20000-2-s324673955c91206311.ukp;1;0.794011;0.96;953664;18350640869;
ukp5;desktop;parallel;hi_n20000-46-s956143877c63853327.ukp;1;1.49524;1.80;1514916;12861791441;
ukp5;desktop;parallel;hi_n5000-46-s956143877c3579055.ukp;1;0.085111;0.11;88948;185524952;
ukp5;desktop;parallel;hi_n5000-42-s261146317c3877296.ukp;1;0.111732;0.15;95780;201216923;
ukp5;desktop;parallel;saw_n50000wmin10000-5-s52325605c428425.ukp;2;1.0101;1.13;14084;428466;
ukp5;desktop;parallel;hi_n20000-40-s534548386c12675341.ukp;2;0.823417;0.92;315936;2503731053;
ukp5;desktop;parallel;hi_n50000-37-s252959003c57280825.ukp;2;4.46214;4.81;1361060;28682980680;
ukp5;desktop;parallel;hi_n50000-33-s126192256c89138604.ukp;2;4.95831;5.43;2108188;44752603881;
ukp5;desktop;parallel;saw_n50000wmin5000-47-s250292681c770033.ukp;2;0.743386;0.91;15620;770340;
ukp5;desktop;parallel;saw_n10000wmin10000-8-s400869978c911442.ukp;1;0.129662;0.18;18280;911805;
ukp5;desktop;parallel;saw_n10000wmin10000-1-s464585179c112578.ukp;1;0.104232;0.13;7588;112631;
ukp5;desktop;parallel;hi_n50000-1-s594914841c53791268.ukp;3;4.38991;4.77;1279456;27006171766;
ukp5;desktop;parallel;sc_a-5n10000wmin110000-0-c3949309.ukp;2;0.778942;0.81;61508;3949144;
ukp5;desktop;parallel;hi_n10000-18-s575639252c63036883.ukp;2;1.04877;1.33;1496328;6363488798;
ukp5;desktop;parallel;hi_n10000-7-s586106970c93158297.ukp;2;1.41715;1.74;2202492;9414637563;
ukp5;desktop;parallel;saw_n50000wmin5000-40-s721361676c550045.ukp;2;0.710288;0.87;13820;550264;
ukp5;desktop;parallel;hi_n10000-21-s669712253c96279181.ukp;3;1.45195;1.81;2275492;9748536169;
ukp5;desktop;parallel;saw_n100000wmin10000-0-s985850175c6792927.ukp;1;7.99287;8.28;109540;6793604;
ukp5;desktop;parallel;saw_n50000wmin10000-10-s611338258c436580.ukp;1;1.0075;1.15;13700;436750;
ukp5;desktop;parallel;sc_a-5n10000wmin10000-1-c5766266.ukp;1;0.147713;0.20;49492;5764821;
ukp5;desktop;parallel;nsds2_n20000wmin20000-10-s260379653c1491928.ukp;3;1.34867;1.43;53812;1864827;
ukp5;desktop;parallel;hi_n50000-20-s742053853c54992286.ukp;2;4.16899;4.51;1307704;27610414933;
ukp5;desktop;parallel;hi_n20000-42-s261146317c86648320.ukp;2;1.93192;2.31;2049648;17430101586;
ukp5;desktop;parallel;hi_n50000-1-s594914841c53791268.ukp;4;4.18846;4.56;1279484;27006171766;
ukp5;desktop;parallel;hi_n20000-3-s300958364c56418527.ukp;2;1.59997;1.85;1340924;11348585540;
ukp5;desktop;parallel;saw_n50000wmin5000-30-s620888276c657935.ukp;3;0.696842;0.81;16096;658196;
ukp5;desktop;parallel;nsds2_n20000wmin20000-8-s855531081c1974905.ukp;2;0.401811;0.48;56700;2496031;
ukp5;desktop;parallel;nsds2_n20000wmin20000-10-s260379653c1491928.ukp;4;0.865877;0.92;53796;1864827;
ukp5;desktop;parallel;ss2_wmin5000wmax500000n20000-0-s827183242c7213812.ukp;2;0.0130591;0.11;76992;7213812;
ukp5;desktop;parallel;saw_n50000wmin5000-38-s662538967c515424.ukp;3;0.729922;0.92;13076;515732;
ukp5;desktop;parallel;hi_n20000-41-s262685617c55170783.ukp;2;1.32821;1.63;1311864;11071762104;
ukp5;desktop;parallel;nsds2_n50000wmin20000-6-s351997719c1668209.ukp;1;6.12691;6.30;58496;5036221;
ukp5;desktop;parallel;nsds2_n20000wmin50000-18-s364656855c1288769.ukp;2;1.35114;1.44;47628;1640815;
ukp5;desktop;parallel;hi_n5000-42-s261146317c3877296.ukp;2;0.108822;0.15;95936;201216923;
ukp5;desktop;parallel;saw_n100000wmin10000-2-s272488647c9524363.ukp;1;9.31272;9.62;134496;9527218;
ukp5;desktop;parallel;saw_n100000wmin10000-18-s152335818c5364756.ukp;4;9.48194;9.77;102640;5366899;
ukp5;desktop;parallel;saw_n50000wmin5000-3-s952877847c349670.ukp;3;0.722077;0.85;12676;349876;
ukp5;desktop;parallel;saw_n50000wmin10000-11-s727046990c678817.ukp;3;1.02136;1.14;17620;678883;
ukp5;desktop;parallel;nsds2_n20000wmin20000-16-s908468142c1466388.ukp;1;1.11496;1.19;53308;1841666;
ukp5;desktop;parallel;hi_n5000-2-s324673955c9445422.ukp;3;0.175154;0.22;226360;491389563;
ukp5;desktop;parallel;nsds2_n50000wmin20000-0-s155213243c1921419.ukp;3;6.73577;6.91;63232;5785685;
ukp5;desktop;parallel;hi_n10000-23-s605460062c54812232.ukp;3;1.03896;1.24;1303612;5528611140;
ukp5;desktop;parallel;saw_n10000wmin10000-2-s272488647c115367.ukp;2;0.135268;0.18;7544;115398;
ukp5;desktop;parallel;saw_n50000wmin5000-31-s452656240c583030.ukp;2;0.696156;0.81;14916;583145;
ukp5;desktop;parallel;saw_n50000wmin5000-17-s754775117c506534.ukp;1;0.720544;0.88;15024;506836;
ukp5;desktop;parallel;nsds2_n20000wmin20000-2-s463795034c1768693.ukp;1;1.00922;1.10;60212;2226285;
ukp5;desktop;parallel;hi_n50000-6-s398797429c71971621.ukp;1;4.33254;4.73;1704976;36030904453;
ukp5;desktop;parallel;hi_n10000-5-s554525798c27721806.ukp;1;0.678216;0.80;668804;2782775797;
ukp5;desktop;parallel;saw_n100000wmin10000-16-s98298363c8441164.ukp;1;8.22044;8.52;127016;8444538;
ukp5;desktop;parallel;hi_n20000-15-s750851024c17795343.ukp;2;0.861239;1.01;435904;3536797452;
ukp5;desktop;parallel;sc_a-5n5000wmin10000-0-c530995.ukp;3;0.0683933;0.10;11756;530815;
ukp5;desktop;parallel;hi_n10000-28-s882501307c77307903.ukp;1;1.30345;1.62;1830960;7831318901;
ukp5;desktop;parallel;nsds2_n50000wmin20000-1-s720843886c1219357.ukp;1;6.41927;6.54;47296;3671202;
ukp5;desktop;parallel;saw_n50000wmin10000-7-s930328241c409566.ukp;2;1.03167;1.20;12812;409645;
